Date,Close,High,Low,Open,Volume,Daily_Return,Rolling_Volatility,ATR,Rolling_Mean,Upper_Band,Lower_Band
2014-01-31,0.3701935708522796,0.3723156862642282,0.3652419307462587,0.3654777057316942,335348000,-0.0012722053011153,0.0162880768651359,0.0074611371104089,0.3729641079902649,0.3852156428170569,0.3607125731634729
2014-02-03,0.3652418851852417,0.3732587958621191,0.3638271230146858,0.3727872178414678,431728000,-0.013375936420608,0.016343305231035,0.0072927143548784,0.3727518931031227,0.3853977708238268,0.3601060153824186
2014-02-04,0.3673640489578247,0.3680714301367336,0.363119789992977,0.3650061304338656,280692000,0.0058102968434377,0.0160908861927709,0.0067874451431462,0.3723982036113739,0.3852397159615381,0.3595566912612096
2014-02-05,0.3640629947185516,0.3659493352654032,0.3612334698439705,0.3647703759371969,214676000,-0.008985784669561,0.0156572958423822,0.0068379697729417,0.371572932600975,0.3843247993116125,0.3588210658903375
2014-02-06,0.368778795003891,0.3697219511283147,0.3640629581645627,0.3645345362267746,168380000,0.0129532535680674,0.0156221632522972,0.0069895494990652,0.3707240775227546,0.3816268790556731,0.3598212759898361
2014-02-07,0.3742021024227142,0.3746736805976302,0.3664209641564601,0.3697220394894835,157248000,0.0147061259820158,0.013667992426034,0.0069727065215106,0.3708655565977096,0.3818766848233024,0.3598544283721169
2014-02-10,0.3753810226917267,0.3803326632824894,0.37349468208055,0.3737304851976752,324372000,0.0031504907679025,0.0136741459797587,0.0070063927312247,0.3710895597934723,0.3822844657769503,0.3598946538099942
2014-02-11,0.38316211104393,0.3841052671743516,0.3756167776747426,0.3775030899355858,235384000,0.0207285075212591,0.0131191706117885,0.0071916530841454,0.3721388354897499,0.3837426834922663,0.3605349874872334
2014-02-12,0.3968381285667419,0.3996676537811393,0.3843411525651902,0.3843411525651902,744528000,0.0356925101115854,0.0136512236129498,0.0078653522142229,0.3733060106635094,0.3893359502539338,0.3572760710730849
2014-02-13,0.4093349874019623,0.411692933775235,0.3996675393819777,0.4067412941759872,902836000,0.031491073905512,0.0149842438021734,0.0082358771469685,0.3748976051807403,0.3976102876755479,0.3521849226859327
2014-02-14,0.4223035871982574,0.4232467433081029,0.4053265523522039,0.4055623554339674,817536000,0.0316821190355764,0.0161921481854208,0.0088253567494577,0.3770786866545677,0.40815830164576,0.3459990716633754
2014-02-18,0.4220678806304931,0.4239542213901368,0.4185310022468902,0.4225394869018621,428988000,-0.0005581448391855,0.0160912484391751,0.0087916706847442,0.3793305039405822,0.4163535080341344,0.3423074998470301
2014-02-19,0.4277268350124359,0.4314995159328511,0.4201814731716053,0.422067813631813,450340000,0.0134076878190525,0.0161718558694986,0.0092800978998397,0.3817945316433906,0.4246672510102117,0.3389218122765696
2014-02-20,0.4428175091743469,0.443760665304544,0.4279626174178103,0.4286699704611557,398088000,0.0352811021582788,0.0173023152791816,0.0099369438436215,0.3850366711616516,0.4357781547749881,0.3342951875483151
2014-02-21,0.4395164251327514,0.447769168110536,0.4366869285136115,0.44211014676365,451052000,-0.0074547279030372,0.0174551324751219,0.0102232641349754,0.3881844967603683,0.4442442924734221,0.3321247010473146
2014-02-24,0.4458827674388885,0.4491838416972613,0.4345647543823781,0.4385732097271457,403112000,0.0144848791583027,0.0156007016913594,0.0105937937397933,0.3921340122818947,0.4528171311145815,0.3314508934492078
2014-02-25,0.4438695907592773,0.4471855994291364,0.4391324597185029,0.445290741365721,242184000,-0.0045150358493886,0.0155008663725927,0.0108153294231416,0.39610076546669,0.4594988066251635,0.3327027243082165
2014-02-26,0.4431589245796203,0.4495540441186842,0.4417377743551525,0.4429220567970355,360884000,-0.0016010697611461,0.015717109434881,0.0109357358981186,0.3998551413416862,0.4651297013112098,0.3345805813721627
2014-02-27,0.4381849467754364,0.4476592067374387,0.4370006642801861,0.4431589445496963,388848000,-0.0112239143302874,0.0158239036152275,0.0112928465762258,0.4035376623272896,0.4687322016960922,0.3383431229584869
2014-02-28,0.4353427588939667,0.4400798897940097,0.4289476095904867,0.4358164663368655,321692000,-0.006486274579684,0.0161014892128661,0.0114985297021081,0.4067715436220169,0.4715153448620794,0.3420277423819543
2014-03-03,0.43321093916893,0.43321093916893,0.4218418218254587,0.4256315370184563,375948000,-0.0048968764989975,0.016233524286756,0.0119744551211487,0.4099224120378494,0.473289999892201,0.3465548241834977
2014-03-04,0.4377112686634063,0.4405535411947655,0.4346321283229656,0.4353427035146864,260344000,0.0103883099145873,0.0154355459001219,0.0118757663742352,0.4135458812117576,0.4743937045961198,0.3526980578273955
2014-03-05,0.4415009617805481,0.4417378295927524,0.4353427092540035,0.4372375388095408,241472000,0.008657974762025,0.0154157270684573,0.0111535933457738,0.4172527268528938,0.475219295180639,0.3592861585251486
2014-03-06,0.4353427588939667,0.4445801528548395,0.4346321836118547,0.4422115874048181,290144000,-0.0139483340234316,0.0157623463276934,0.0108031050625232,0.4208167150616645,0.4735417133736223,0.3680917167497068
2014-03-07,0.4348690211772918,0.4379481618949932,0.4315530408570148,0.4372375866162118,268452000,-0.001088194777555,0.0158937070947937,0.0099798857826717,0.4241212263703346,0.4710831866913753,0.3771592660492939
2014-03-10,0.4284738898277282,0.4353427463766076,0.4265790318750882,0.4334478884239676,300888000,-0.0147058793294828,0.0166229871309426,0.0102184925939769,0.4268348157405853,0.4675016975325686,0.386167933948602
2014-03-11,0.4327372908592224,0.4365270065691825,0.4291844429694568,0.4306055651840479,297220000,0.0099502003102411,0.016611272041371,0.0099852835925632,0.4297026291489601,0.4624002449424579,0.3970050133554623
2014-03-12,0.4339216351509094,0.4365270686011887,0.428947636104205,0.4306056263745968,239428000,0.0027368667242322,0.0163285034475546,0.0093813980357686,0.4322406053543091,0.4565254960220416,0.4079557146865765
2014-03-13,0.4201838374137878,0.4365269526285432,0.4180521120020258,0.43486893456311,385172000,-0.0316596284311655,0.0168970503223301,0.0099094409664538,0.4334078907966613,0.4521365335351964,0.4146792480581263
2014-03-14,0.4220786988735199,0.4258684144031798,0.4159204464322272,0.4159204464322272,460048000,0.0045096010151053,0.0155236277617877,0.0095757895847445,0.4340450763702392,0.4499847361573292,0.4181054165831492
2014-03-17,0.4220786988735199,0.4263421217855064,0.4216049914911933,0.4232629814470981,299656000,0.0,0.0138205781281136,0.009338931769293,0.4340338319540023,0.4500086455237184,0.4180590183842863
2014-03-18,0.4320267736911773,0.4348690467378377,0.4218419360580762,0.4237367941676928,293904000,0.0235692415755823,0.0147829302585648,0.0097111346918809,0.4345317766070365,0.4495269336500231,0.41953661956405
2014-03-19,0.4396060705184936,0.4478960762526386,0.4341583653722942,0.4353426761076194,366168000,0.0175435812983528,0.0149891430248374,0.0100833318421815,0.4351257383823395,0.4499257768376003,0.4203256999270786
2014-03-20,0.439842939376831,0.4436326546795792,0.4353426771608993,0.4372375065767513,191800000,0.0005388207175074,0.0127043955167763,0.0098803102218356,0.4349770098924637,0.4495089467782432,0.4204450730066841
2014-03-21,0.439132422208786,0.4471855612315382,0.4367638568907164,0.4436327132544338,566116000,-0.0016153883680654,0.0125969920925609,0.0096603650270008,0.4349578097462654,0.4494654878493719,0.4204501316431589
2014-03-24,0.4370007514953613,0.442922165153389,0.4306056021562693,0.4393693169585724,306096000,-0.0048542776748358,0.0121639840753462,0.0100156479535211,0.434513708949089,0.448129642639744,0.4208977752584341
2014-03-25,0.4370007514953613,0.4422115898673202,0.4336847429055492,0.4417378824217835,304424000,0.0,0.0121359103473211,0.0101679141408799,0.4341702669858932,0.4471229228591601,0.4212176111126263
2014-03-26,0.4270526468753814,0.4493171735879157,0.423262931790327,0.4410271965454394,557756000,-0.0227645023170753,0.0131019681860281,0.0113183621804944,0.4333649531006813,0.4459624264391563,0.4207674797622062
2014-03-27,0.4213680624961853,0.4296580387519564,0.4166309049716554,0.4261051917851974,540728000,-0.0133112027774294,0.0131892810876113,0.0117920773763746,0.4325241088867187,0.4459825068069221,0.4190657109665154
2014-03-28,0.4239736199378967,0.4265790532829713,0.4194733567806165,0.420657639531009,398820000,0.0061835665149279,0.0132600604098113,0.0116736475192914,0.4319556519389153,0.4458656140003753,0.4180456898774552
2014-03-31,0.4242103993892669,0.4284738220494141,0.421841834382021,0.4246841067436117,273404000,0.0005584768491135,0.0132369301708537,0.0115721382997156,0.4315056249499321,0.4458210650268502,0.417190184873014
2014-04-01,0.4417378306388855,0.4469486684000018,0.4325004094739061,0.4377112754705467,656272000,0.0413177783355915,0.0161249194015745,0.0126549123364122,0.431706953048706,0.4464953092516221,0.4169185968457899
2014-04-02,0.4388956725597381,0.4426853609039424,0.4370008142698702,0.4417379458767743,239948000,-0.0064340382055047,0.0160801124702033,0.0117413199083804,0.4315766885876655,0.4460442146970578,0.4171091624782733
2014-04-03,0.4436326920986175,0.4542912355216496,0.4396061086614969,0.4398429764762185,599548000,0.0107930422536455,0.0159154852289673,0.012130433836306,0.4319911852478981,0.4473599643739839,0.4166224061218123
2014-04-04,0.4298949539661407,0.4486066336646064,0.4280000963942616,0.4460012009738324,368032000,-0.0309664692822569,0.0174558066399013,0.0132639629060225,0.4317424818873405,0.4470761201406402,0.4164088436340409
2014-04-07,0.431316077709198,0.4396060549135469,0.4277632303359056,0.4301317952514339,428576000,0.0033057465084114,0.017142362198148,0.0131793710415854,0.431884591281414,0.447143179336172,0.4166260032266561
2014-04-08,0.4467118978500366,0.4478961806258131,0.4306056182168419,0.4313161935294135,470692000,0.0356949831840462,0.0187800747715067,0.0132808896021218,0.4325833216309547,0.4492236269245252,0.4159430163373843
2014-04-09,0.4462380707263946,0.4526332189937776,0.4426852231269698,0.4488435035935153,421968000,-0.0010606995827119,0.0187888454175874,0.0133993194841309,0.433199143409729,0.4509242384463255,0.4154740483731324
2014-04-10,0.4353427588939667,0.4505015664798933,0.4339216083297428,0.4443433132511538,372748000,-0.0244159173032735,0.0181743990924242,0.0138391947562258,0.4339570894837379,0.450602351012233,0.4173118279552429
